date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2020-10-26,600036,183.64,179.58,183.64,177.47,504540,2050594688.0,3.39,-1.29,-2.34,0.24
2020-10-27,600036,179.58,178.91,182.04,178.44,458832,1867751088.0,2.0,-0.37,-0.67,0.22
2020-10-28,600036,179.62,177.54,181.38,175.63,693557,2787606064.0,3.21,-0.77,-1.37,0.34
2020-10-29,600036,176.18,177.9,180.52,175.86,523070,2105440048.0,2.62,0.2,0.36,0.25
2020-10-30,600036,179.11,176.41,181.65,175.51,438423,1766506304.0,3.45,-0.84,-1.49,0.21
2020-11-02,600036,179.07,178.13,179.89,173.95,516928,2067738928.0,3.37,0.98,1.72,0.25
2020-11-03,600036,179.89,182.0,185.36,179.89,870690,3626910912.0,3.07,2.17,3.87,0.42
2020-11-04,600036,185.44,188.61,189.24,182.55,884501,3754732976.0,3.68,3.63,6.61,0.43
2020-11-05,600036,189.28,188.06,191.66,186.46,680487,2918967536.0,2.76,-0.29,-0.55,0.33
2020-11-06,600036,188.1,186.85,188.3,185.33,463645,1969073120.0,1.58,-0.64,-1.21,0.22
2020-11-09,600036,188.85,189.0,190.72,187.32,497142,2138628752.0,1.82,1.15,2.15,0.24
2020-11-10,600036,191.9,191.7,194.28,190.45,562079,2461059120.0,2.03,1.43,2.7,0.27
2020-11-11,600036,192.79,194.16,194.16,190.88,526970,2322161024.0,1.71,1.28,2.46,0.26
2020-11-12,600036,192.79,191.15,194.52,190.25,471594,2059661760.0,2.2,-1.55,-3.01,0.23
2020-11-13,600036,189.67,187.24,189.67,184.23,544863,2309702720.0,2.85,-2.05,-3.91,0.26
2020-11-16,600036,188.69,188.88,189.28,187.52,389432,1669941872.0,0.94,0.88,1.64,0.19
2020-11-17,600036,188.88,192.17,192.79,188.1,472856,2065231456.0,2.48,1.74,3.29,0.23
2020-11-18,600036,191.23,195.73,196.7,190.49,628202,2797752560.0,3.23,1.85,3.56,0.3
2020-11-19,600036,194.87,196.2,196.7,192.76,477342,2128954048.0,2.01,0.24,0.47,0.23
2020-11-20,600036,195.77,196.9,197.88,194.79,314688,1414292256.0,1.57,0.36,0.7,0.15
2020-11-23,600036,196.9,198.27,198.97,196.0,584621,2647101184.0,1.51,0.7,1.37,0.28
2020-11-24,600036,196.7,196.2,197.88,194.87,399467,1793220432.0,1.52,-1.04,-2.07,0.19
2020-11-25,600036,198.74,194.48,198.93,193.46,378072,1694470960.0,2.79,-0.88,-1.72,0.18
2020-11-26,600036,194.63,197.06,198.19,194.63,351534,1584282512.0,1.83,1.33,2.58,0.17
2020-11-27,600036,198.27,200.03,200.5,195.53,446078,2024963456.0,2.52,1.51,2.97,0.22
2020-11-30,600036,200.03,193.58,207.54,192.91,1153602,5291989504.0,7.31,-3.22,-6.45,0.56
2020-12-01,600036,194.36,201.4,202.77,194.32,780728,3559778624.0,4.37,4.04,7.82,0.38
2020-12-02,600036,200.62,203.74,204.64,197.72,619944,2864114256.0,3.44,1.16,2.34,0.3
2020-12-03,600036,203.55,202.53,204.92,198.66,502376,2317794752.0,3.07,-0.59,-1.21,0.24
2020-12-04,600036,202.45,199.75,202.96,197.13,461155,2099378096.0,2.88,-1.37,-2.78,0.22
2020-12-07,600036,199.44,194.44,199.64,193.19,704825,3138039088.0,3.23,-2.66,-5.31,0.34
2020-12-08,600036,194.32,193.81,195.77,192.79,377167,1671238320.0,1.53,-0.32,-0.63,0.18
2020-12-09,600036,194.24,193.73,196.43,193.65,375195,1672113664.0,1.43,-0.04,-0.08,0.18
2020-12-10,600036,192.95,193.89,195.26,192.01,368874,1630166592.0,1.68,0.08,0.16,0.18
2020-12-11,600036,193.77,187.63,193.85,187.63,771435,3347336208.0,3.21,-3.23,-6.26,0.37
2020-12-14,600036,190.14,194.24,195.38,190.14,607427,2686115504.0,2.79,3.52,6.61,0.29
2020-12-15,600036,194.55,194.16,196.47,190.6,438792,1936658512.0,3.02,-0.04,-0.08,0.21
2020-12-16,600036,195.88,193.03,196.12,192.33,367902,1628021248.0,1.95,-0.58,-1.13,0.18
2020-12-17,600036,192.4,192.99,193.46,190.25,502329,2199570320.0,1.66,-0.02,-0.04,0.24
2020-12-18,600036,193.15,189.28,194.32,188.1,760600,3296589104.0,3.22,-1.92,-3.71,0.37
2020-12-21,600036,189.04,188.45,189.47,186.19,623851,2674269712.0,1.73,-0.44,-0.83,0.3
2020-12-22,600036,188.85,184.62,188.88,184.47,784686,3320101856.0,2.34,-2.03,-3.83,0.38
2020-12-23,600036,183.84,186.23,186.58,183.84,711820,3004166816.0,1.48,0.87,1.61,0.35
2020-12-24,600036,186.34,187.2,189.28,186.23,482110,2055723696.0,1.64,0.52,0.97,0.23
2020-12-25,600036,187.12,187.79,188.49,184.9,476732,2023487312.0,1.92,0.32,0.59,0.23
2020-12-28,600036,187.91,189.04,190.14,185.87,841409,3600599040.0,2.27,0.67,1.25,0.41
2020-12-29,600036,189.9,188.22,190.02,187.52,727148,3118082064.0,1.32,-0.43,-0.82,0.35
2020-12-30,600036,188.38,189.08,189.08,184.58,933496,3963394416.0,2.39,0.46,0.86,0.45
2020-12-31,600036,189.08,192.6,194.16,188.3,891199,3909432880.0,3.1,1.86,3.52,0.43
2021-01-04,600036,189.78,189.55,191.93,185.05,1549523,6608868864.0,3.57,-1.58,-3.05,0.75
2021-01-05,600036,187.95,185.68,188.1,182.78,1387177,5809639168.0,2.81,-2.04,-3.87,0.67
2021-01-06,600036,185.36,193.38,193.58,184.97,1200646,5188622848.0,4.64,4.15,7.7,0.58
2021-01-07,600036,193.93,200.22,200.5,193.81,1078322,4869741056.0,3.46,3.54,6.84,0.52
2021-01-08,600036,201.75,202.96,204.6,199.87,1299595,6021483008.0,2.36,1.37,2.74,0.63
2021-01-11,600036,202.88,210.08,213.01,202.53,1445234,6992740096.0,5.16,3.51,7.12,0.7
2021-01-12,600036,210.59,215.08,216.45,206.72,1044486,5103985920.0,4.63,2.38,5.0,0.51
2021-01-13,600036,213.56,213.91,216.18,211.88,649110,3207741648.0,2.0,-0.54,-1.17,0.31
2021-01-14,600036,213.91,212.54,216.57,210.63,703771,3467710704.0,2.78,-0.64,-1.37,0.34
2021-01-15,600036,218.21,220.71,231.47,218.13,1775745,9232542720.0,6.28,3.84,8.17,0.86
2021-01-18,600036,222.12,223.76,228.3,220.95,1237642,6463924992.0,3.33,1.38,3.05,0.6
2021-01-19,600036,225.25,223.49,228.89,222.08,901880,4710719488.0,3.04,-0.12,-0.27,0.44
2021-01-20,600036,224.47,222.98,228.46,220.13,792281,4123860432.0,3.73,-0.23,-0.51,0.38
2021-01-21,600036,227.87,226.58,229.94,224.66,736715,3886756928.0,2.37,1.61,3.6,0.36
2021-01-22,600036,227.4,222.67,227.4,220.17,870001,4492606208.0,3.19,-1.73,-3.91,0.42
2021-01-25,600036,220.56,224.51,225.88,216.65,865362,4438842624.0,4.15,0.83,1.84,0.42
2021-01-26,600036,224.08,221.73,228.38,220.17,601175,3126374832.0,3.66,-1.24,-2.78,0.29
