date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2020-03-25,000002,3975.55,4126.1,4139.19,3975.55,1497606,3885764288.0,4.18,5.35,209.46,1.54
2020-03-26,000002,4089.44,4086.82,4127.41,4060.64,576254,1513738528.0,1.62,-0.95,-39.28,0.59
2020-03-27,000002,4154.9,4135.26,4212.5,4115.62,834894,2235263792.0,2.37,1.19,48.44,0.86
2020-03-30,000002,4073.73,4065.88,4156.21,4060.64,850018,2238199376.0,2.31,-1.68,-69.38,0.87
2020-03-31,000002,4106.46,4014.82,4115.62,3995.19,607044,1568993376.0,2.96,-1.26,-51.06,0.62
2020-04-01,000002,4119.55,4143.12,4186.32,4093.37,1074332,2866233200.0,2.32,3.2,128.3,1.11
2020-04-02,000002,4126.1,4175.84,4183.7,4106.46,663097,1768779856.0,1.86,0.79,32.72,0.68
2020-04-03,000002,4158.82,4161.44,4215.12,4139.19,569453,1531608320.0,1.82,-0.34,-14.4,0.59
2020-04-07,000002,4236.06,4200.72,4246.53,4165.37,671540,1817212752.0,1.95,0.94,39.28,0.69
2020-04-08,000002,4178.46,4186.32,4224.28,4158.82,412514,1113086192.0,1.56,-0.34,-14.4,0.42
2020-04-09,000002,4204.64,4150.97,4212.5,4139.19,387263,1036553088.0,1.75,-0.84,-35.35,0.4
2020-04-10,000002,4170.61,4175.84,4236.06,4137.88,624603,1685555120.0,2.37,0.6,24.87,0.64
2020-04-13,000002,4157.52,4196.79,4208.57,4140.5,432649,1167461392.0,1.63,0.5,20.95,0.45
2020-04-14,000002,4204.64,4237.37,4289.73,4194.17,642419,1759852288.0,2.28,0.97,40.58,0.66
2020-04-15,000002,4217.73,4152.28,4221.66,4132.64,703593,1885375488.0,2.1,-2.01,-85.09,0.72
2020-04-16,000002,4128.72,4136.57,4160.13,4113.01,502389,1333654608.0,1.13,-0.38,-15.71,0.52
2020-04-17,000002,4162.75,4154.9,4195.48,4132.64,838133,2246148608.0,1.52,0.44,18.33,0.86
2020-04-20,000002,4162.75,4136.57,4166.68,4067.19,850123,2239047184.0,2.39,-0.44,-18.33,0.88
2020-04-21,000002,4106.46,4063.26,4131.33,4027.91,790727,2057574272.0,2.5,-1.77,-73.31,0.81
2020-04-22,000002,4037.08,4077.66,4081.59,4016.13,525407,1362087680.0,1.61,0.35,14.4,0.54
2020-04-23,000002,4085.52,4060.64,4093.37,4047.55,450519,1171993136.0,1.12,-0.42,-17.02,0.46
2020-04-24,000002,4054.1,4018.75,4055.41,3999.11,497940,1279394256.0,1.39,-1.03,-41.89,0.51
2020-04-27,000002,4022.68,4044.93,4082.9,4003.04,710753,1840628656.0,1.99,0.65,26.18,0.73
2020-04-28,000002,4080.28,4111.7,4126.1,4030.53,779427,2043120544.0,2.36,1.65,66.77,0.8
2020-04-29,000002,4113.01,4173.22,4188.93,4094.68,801688,2143185648.0,2.29,1.5,61.52,0.83
2020-04-30,000002,4178.46,4165.37,4211.19,4152.28,696878,1875880768.0,1.41,-0.19,-7.85,0.72
2020-05-06,000002,4086.82,4094.68,4106.46,4054.1,923065,2409411104.0,1.26,-1.7,-70.69,0.95
2020-05-07,000002,4084.21,4056.71,4084.21,4044.93,573165,1489177072.0,0.96,-0.93,-37.97,0.59
2020-05-08,000002,4082.9,4094.68,4109.08,4048.86,913214,2386804736.0,1.48,0.94,37.97,0.94
2020-05-11,000002,4086.82,4114.32,4123.48,4072.42,795067,2094807008.0,1.25,0.48,19.64,0.82
2020-05-12,000002,4105.15,4051.48,4110.39,4038.39,776058,2018276576.0,1.75,-1.53,-62.84,0.8
2020-05-13,000002,4035.77,4051.48,4051.48,4012.21,628099,1616500576.0,0.97,0.0,0.0,0.65
2020-05-14,000002,4035.77,3993.88,4038.39,3988.64,705512,1806027104.0,1.23,-1.42,-57.6,0.73
2020-05-15,000002,4009.59,3993.88,4021.37,3983.41,460156,1175647120.0,0.95,0.0,0.0,0.47
2020-05-18,000002,4038.39,4088.13,4110.39,4034.46,1385653,3627067232.0,1.9,2.36,94.25,1.43
2020-05-19,000002,4123.48,4077.66,4126.1,4064.57,680787,1786477040.0,1.51,-0.26,-10.47,0.7
2020-05-20,000002,4076.35,4009.59,4077.66,4004.35,1105354,2837891504.0,1.8,-1.67,-68.07,1.14
2020-05-21,000002,4020.06,4005.66,4026.61,3995.19,410363,1051460944.0,0.78,-0.1,-3.93,0.42
2020-05-22,000002,3996.5,3950.68,4000.42,3948.06,534242,1351549744.0,1.31,-1.37,-54.98,0.55
2020-05-25,000002,3959.84,3989.95,4006.97,3924.5,512761,1300389792.0,2.09,0.99,39.27,0.53
2020-05-26,000002,4005.66,4038.39,4042.31,3987.33,552782,1420430416.0,1.38,1.21,48.44,0.57
2020-05-27,000002,4038.39,4047.55,4073.73,4021.37,555244,1440584208.0,1.3,0.23,9.16,0.57
2020-05-28,000002,4044.93,4078.97,4133.95,4044.93,709769,1863217648.0,2.2,0.78,31.42,0.73
2020-05-29,000002,4076.35,4021.37,4076.35,4021.37,520784,1345961680.0,1.35,-1.41,-57.6,0.54
2020-06-01,000002,4058.02,4113.01,4126.1,4058.02,779004,2049366272.0,1.69,2.28,91.64,0.8
2020-06-02,000002,4109.08,4222.97,4225.59,4099.92,1020845,2738151200.0,3.06,2.67,109.96,1.05
2020-06-03,000002,4243.92,4170.61,4317.23,4169.3,927492,2538104960.0,3.5,-1.24,-52.36,0.95
2020-06-04,000002,4194.17,4156.21,4208.57,4101.22,724556,1927951776.0,2.57,-0.35,-14.4,0.75
2020-06-05,000002,4145.73,4114.32,4154.9,4085.52,649401,1710520000.0,1.67,-1.01,-41.89,0.67
2020-06-08,000002,4137.88,4139.19,4171.92,4115.62,709041,1887551584.0,1.37,0.6,24.87,0.73
2020-06-09,000002,4139.19,4118.24,4171.92,4105.15,730994,1935524784.0,1.61,-0.51,-20.95,0.75
2020-06-10,000002,4111.7,4084.21,4114.32,4058.02,829018,2166680256.0,1.37,-0.83,-34.03,0.85
2020-06-11,000002,4075.04,4047.55,4088.13,4037.08,650468,1691584976.0,1.25,-0.9,-36.66,0.67
2020-06-12,000002,4000.42,4022.68,4051.48,3988.64,578495,1489193136.0,1.55,-0.61,-24.87,0.6
2020-06-15,000002,3995.19,4008.28,4076.35,3995.19,693732,1792009584.0,2.02,-0.36,-14.4,0.71
2020-06-16,000002,4044.93,4037.08,4058.02,4021.37,577040,1489581312.0,0.91,0.72,28.8,0.59
2020-06-17,000002,4027.91,4018.75,4039.7,4010.9,454634,1167883104.0,0.71,-0.45,-18.33,0.47
2020-06-18,000002,4025.3,4046.24,4067.19,4023.99,733262,1900571856.0,1.07,0.68,27.49,0.75
2020-06-19,000002,4054.1,4054.1,4059.33,4023.99,797460,2060655696.0,0.87,0.19,7.86,0.82
2020-06-22,000002,4044.93,4020.06,4052.79,4016.13,701394,1808213744.0,0.9,-0.84,-34.04,0.72
2020-06-23,000002,4017.44,4001.73,4018.75,3993.88,643002,1643546816.0,0.62,-0.46,-18.33,0.66
2020-06-24,000002,4020.06,4113.01,4119.55,4017.44,1426040,3740397520.0,2.55,2.78,111.28,1.47
2020-06-29,000002,4073.73,4050.17,4093.37,4022.68,893959,2310930224.0,1.72,-1.53,-62.84,0.92
2020-06-30,000002,4073.73,4078.97,4093.37,4044.93,714384,1861472336.0,1.2,0.71,28.8,0.74
2020-07-01,000002,4084.21,4334.24,4387.92,4082.9,2602749,7124087296.0,7.48,6.26,255.27,2.68
2020-07-02,000002,4322.46,4373.52,4438.97,4292.35,2134744,6033529856.0,3.38,0.91,39.28,2.2
2020-07-03,000002,4407.55,4407.55,4469.08,4340.79,1744356,4993062400.0,2.93,0.78,34.03,1.8
2020-07-06,000002,4492.64,4717.81,4734.83,4492.64,2301285,6955279104.0,5.49,7.04,310.26,2.37
2020-07-07,000002,4780.65,4623.55,4848.72,4584.28,1713196,5262391296.0,5.61,-2.0,-94.26,1.76
2020-07-08,000002,4623.55,4636.65,4702.1,4538.46,1601288,4827351808.0,3.54,0.28,13.1,1.65
2020-07-09,000002,4643.19,4666.75,4666.75,4568.57,1342454,4058954544.0,2.12,0.65,30.1,1.38
2020-07-10,000002,4586.9,4475.63,4593.45,4452.06,2098406,6190314496.0,3.03,-4.1,-191.12,2.16
2020-07-13,000002,4442.9,4479.55,4504.43,4385.3,1804033,5218016768.0,2.66,0.09,3.92,1.86
2020-07-14,000002,4471.7,4445.52,4518.83,4381.37,1343018,3889222016.0,3.07,-0.76,-34.03,1.38
2020-07-15,000002,4453.37,4359.12,4490.03,4359.12,1154990,3306443712.0,2.94,-1.94,-86.4,1.19
2020-07-16,000002,4355.19,4262.24,4416.72,4259.63,1438432,4055153712.0,3.6,-2.22,-96.88,1.48
2020-07-17,000002,4225.59,4221.66,4275.33,4179.77,1166351,3177245456.0,2.24,-0.95,-40.58,1.2
2020-07-20,000002,4242.61,4361.73,4387.92,4229.52,1132750,3171353296.0,3.75,3.32,140.07,1.17
2020-07-21,000002,4381.37,4323.77,4391.84,4301.52,776308,2177172144.0,2.07,-0.87,-37.96,0.8
2020-07-22,000002,4308.06,4306.75,4361.73,4276.64,882147,2470127024.0,1.97,-0.39,-17.02,0.91
2020-07-23,000002,4275.33,4259.63,4319.84,4205.95,991226,2723562576.0,2.64,-1.09,-47.12,1.02
2020-07-24,000002,4237.37,4195.48,4306.75,4171.92,1160240,3174571072.0,3.17,-1.51,-64.15,1.19
2020-07-27,000002,4226.9,4149.66,4228.21,4103.84,943467,2510590208.0,2.96,-1.09,-45.82,0.97
2020-07-28,000002,4169.3,4174.53,4191.55,4141.81,619447,1660026208.0,1.2,0.6,24.87,0.64
2020-07-29,000002,4153.59,4205.95,4209.88,4127.41,926894,2490844480.0,1.98,0.75,31.42,0.95
2020-07-30,000002,4196.79,4175.84,4204.64,4164.06,733969,1975837264.0,0.96,-0.72,-30.11,0.76
2020-07-31,000002,4175.84,4170.61,4221.66,4140.5,733327,1974226160.0,1.94,-0.13,-5.23,0.75
2020-08-03,000002,4194.17,4228.21,4237.37,4181.08,1062237,2878942640.0,1.35,1.38,57.6,1.09
2020-08-04,000002,4243.92,4288.43,4315.92,4200.72,1246383,3425728928.0,2.72,1.42,60.22,1.28
2020-08-05,000002,4257.01,4237.37,4264.86,4205.95,811324,2215309568.0,1.37,-1.19,-51.06,0.84
2020-08-06,000002,4241.3,4241.3,4274.03,4190.24,827242,2253354544.0,1.98,0.09,3.93,0.85
2020-08-07,000002,4216.42,4195.48,4238.68,4178.46,664063,1798228224.0,1.42,-1.08,-45.82,0.68
2020-08-10,000002,4202.02,4297.59,4314.61,4198.1,1052840,2908314672.0,2.78,2.43,102.11,1.08
2020-08-11,000002,4311.99,4306.75,4380.06,4297.59,1038366,2917894976.0,1.92,0.21,9.16,1.07
2020-08-12,000002,4308.06,4415.41,4415.41,4296.28,1249774,3535287168.0,2.77,2.52,108.66,1.29
2020-08-13,000002,4431.12,4401.01,4461.23,4363.04,790903,2261412096.0,2.22,-0.33,-14.4,0.81
2020-08-14,000002,4442.46,4413.66,4442.46,4344.27,940947,2592380288.0,2.23,0.29,12.65,0.97
2020-08-17,000002,4421.51,4483.04,4540.64,4397.95,1347818,3808676656.0,3.23,1.57,69.38,1.39
2020-08-18,000002,4483.04,4416.27,4492.2,4390.09,848393,2355345984.0,2.28,-1.49,-66.77,0.87
2020-08-19,000002,4408.42,4382.24,4442.46,4363.91,730577,2011514016.0,1.78,-0.77,-34.03,0.75
2020-08-20,000002,4370.46,4387.47,4394.02,4345.58,568976,1555164384.0,1.11,0.12,5.23,0.59
2020-08-21,000002,4421.51,4371.76,4424.13,4352.13,515551,1412631488.0,1.64,-0.36,-15.71,0.53
2020-08-24,000002,4400.56,4341.65,4422.82,4337.73,566269,1549031072.0,1.95,-0.69,-30.11,0.58
2020-08-25,000002,4349.51,4349.51,4383.55,4340.35,489635,1334277360.0,1.0,0.18,7.86,0.5
2020-08-26,000002,4340.35,4335.11,4380.93,4319.4,520894,1414456512.0,1.41,-0.33,-14.4,0.54
2020-08-27,000002,4336.42,4318.09,4346.89,4264.42,541847,1451853792.0,1.9,-0.39,-17.02,0.56
2020-08-28,000002,4328.56,4399.26,4421.51,4328.56,891557,2453608320.0,2.15,1.88,81.17,0.92
2020-08-31,000002,4404.49,4359.98,4435.91,4348.2,803902,2211848528.0,1.99,-0.89,-39.28,0.83
2020-09-01,000002,4348.2,4353.44,4354.75,4315.47,524296,1420467872.0,0.9,-0.15,-6.54,0.54
2020-09-02,000002,4377.0,4392.71,4417.58,4341.65,730023,2002238832.0,1.74,0.9,39.27,0.75
2020-09-03,000002,4403.18,4430.67,4481.73,4379.62,799221,2224433216.0,2.32,0.86,37.96,0.82
2020-09-04,000002,4397.95,4464.71,4475.18,4384.86,816186,2279067504.0,2.04,0.77,34.04,0.84
2020-09-07,000002,4449.0,4511.84,4593.0,4449.0,1432294,4103510528.0,3.23,1.06,47.13,1.47
2020-09-08,000002,4534.09,4494.82,4608.71,4476.49,964997,2760457184.0,2.93,-0.38,-17.02,0.99
2020-09-09,000002,4468.64,4452.93,4507.91,4409.73,645614,1807367856.0,2.18,-0.93,-41.89,0.66
2020-09-10,000002,4502.67,4515.76,4599.55,4502.67,954677,2741079760.0,2.18,1.41,62.83,0.98
2020-09-11,000002,4515.76,4455.55,4515.76,4442.46,541108,1519932752.0,1.62,-1.33,-60.21,0.56
2020-09-14,000002,4456.86,4416.27,4494.82,4391.4,588403,1630471936.0,2.32,-0.88,-39.28,0.61
2020-09-15,000002,4409.73,4438.53,4467.33,4387.47,584232,1625514784.0,1.81,0.5,22.26,0.6
2020-09-16,000002,4445.07,4480.42,4505.29,4411.04,554701,1560700432.0,2.12,0.94,41.89,0.57
2020-09-17,000002,4483.04,4463.4,4511.84,4449.0,565623,1592888064.0,1.4,-0.38,-17.02,0.58
2020-09-18,000002,4492.2,4625.73,4625.73,4466.02,1615106,4683407616.0,3.58,3.64,162.33,1.66
2020-09-21,000002,4624.42,4604.78,4659.77,4591.69,725102,2124799248.0,1.47,-0.45,-20.95,0.75
2020-09-22,000002,4581.22,4581.22,4636.2,4547.18,583742,1695439440.0,1.93,-0.51,-23.56,0.6
2020-09-23,000002,4599.55,4547.18,4612.64,4527.55,386289,1110921936.0,1.86,-0.74,-34.04,0.4
2020-09-24,000002,4530.16,4468.64,4540.64,4452.93,564596,1594343360.0,1.93,-1.73,-78.54,0.58
2020-09-25,000002,4456.86,4405.8,4501.36,4377.0,697230,1936770304.0,2.78,-1.41,-62.84,0.72
2020-09-28,000002,4429.36,4507.91,4541.95,4424.13,669628,1898828560.0,2.67,2.32,102.11,0.69
2020-09-29,000002,4511.84,4493.51,4556.35,4493.51,412967,1176463952.0,1.39,-0.32,-14.4,0.43
2020-09-30,000002,4548.49,4458.16,4548.49,4411.04,489833,1378172928.0,3.06,-0.79,-35.35,0.5
2020-10-09,000002,4462.09,4459.47,4493.51,4421.51,684346,1913388240.0,1.62,0.03,1.31,0.7
2020-10-12,000002,4476.49,4496.13,4532.78,4462.09,926245,2621595760.0,1.59,0.82,36.66,0.95
2020-10-13,000002,4481.73,4454.24,4481.73,4438.53,588380,1644236368.0,0.96,-0.93,-41.89,0.61
2020-10-14,000002,4435.91,4426.75,4455.55,4409.73,537839,1492204336.0,1.03,-0.62,-27.49,0.55
2020-10-15,000002,4404.49,4416.27,4446.38,4399.26,528975,1467258912.0,1.06,-0.24,-10.48,0.54
2020-10-16,000002,4416.27,4437.22,4447.69,4409.73,480962,1337762656.0,0.86,0.47,20.95,0.5
2020-10-19,000002,4455.55,4421.51,4532.78,4412.35,1102098,3101786448.0,2.71,-0.35,-15.71,1.13
2020-10-20,000002,4408.42,4387.47,4408.42,4361.29,623973,1710112432.0,1.07,-0.77,-34.04,0.64
2020-10-21,000002,4392.71,4407.11,4407.11,4363.91,473353,1299443584.0,0.98,0.45,19.64,0.49
2020-10-22,000002,4391.4,4454.24,4468.64,4390.09,627002,1748393680.0,1.78,1.07,47.13,0.65
2020-10-23,000002,4443.76,4439.84,4473.87,4422.82,579140,1620264800.0,1.15,-0.32,-14.4,0.6
2020-10-26,000002,4455.55,4455.55,4473.87,4431.98,593624,1659520720.0,0.94,0.35,15.71,0.61
2020-10-27,000002,4445.07,4386.16,4456.86,4379.62,597369,1652760080.0,1.73,-1.56,-69.39,0.61
2020-10-28,000002,4383.55,4314.16,4387.47,4311.55,750400,2032697152.0,1.73,-1.64,-72.0,0.77
2020-10-29,000002,4305.0,4374.38,4386.16,4274.89,628714,1703222368.0,2.58,1.4,60.22,0.65
2020-10-30,000002,4403.18,4396.64,4509.22,4377.0,937181,2612104096.0,3.02,0.51,22.26,0.96
2020-11-02,000002,4411.04,4449.0,4480.42,4411.04,826286,2312506112.0,1.58,1.19,52.36,0.85
2020-11-03,000002,4455.55,4459.47,4475.18,4430.67,617666,1728820912.0,1.0,0.24,10.47,0.64
2020-11-04,000002,4462.09,4476.49,4488.27,4442.46,454992,1278442832.0,1.03,0.38,17.02,0.47
2020-11-05,000002,4514.46,4619.18,4633.58,4496.13,1201196,3472076592.0,3.07,3.19,142.69,1.24
2020-11-06,000002,4630.97,4646.67,4661.07,4590.38,852881,2503004848.0,1.53,0.6,27.49,0.88
2020-11-09,000002,4680.71,4661.07,4699.04,4611.33,811185,2391656944.0,1.89,0.31,14.4,0.84
2020-11-10,000002,4678.09,4629.66,4731.77,4612.64,613771,1818191024.0,2.56,-0.67,-31.41,0.63
2020-11-11,000002,4634.89,4687.26,4750.09,4619.18,885212,2642344528.0,2.83,1.24,57.6,0.91
2020-11-12,000002,4685.95,4685.95,4692.49,4636.2,459057,1361151440.0,1.2,-0.03,-1.31,0.47
2020-11-13,000002,4659.77,4593.0,4676.78,4564.2,660135,1919346192.0,2.4,-1.98,-92.95,0.68
2020-11-16,000002,4637.51,4612.64,4651.91,4586.46,516576,1509809664.0,1.42,0.43,19.64,0.53
2020-11-17,000002,4625.73,4710.82,4760.57,4624.42,980541,2936062624.0,2.95,2.13,98.18,1.01
2020-11-18,000002,4717.37,4816.86,4858.75,4684.64,1247658,3817214048.0,3.7,2.25,106.04,1.28
2020-11-19,000002,4789.37,4836.49,4861.37,4782.82,660882,2038462000.0,1.63,0.41,19.63,0.68
2020-11-20,000002,4836.49,4831.26,4854.82,4774.97,453121,1394980720.0,1.65,-0.11,-5.23,0.47
2020-11-23,000002,4819.48,4853.51,4887.55,4799.84,665387,2061809088.0,1.82,0.46,22.25,0.68
2020-11-24,000002,4848.28,4828.64,4900.64,4795.91,493783,1525373984.0,2.16,-0.51,-24.87,0.51
2020-11-25,000002,4848.28,4822.09,4886.24,4795.91,525685,1627718048.0,1.87,-0.14,-6.55,0.54
2020-11-26,000002,4819.48,4840.42,4857.44,4733.08,584040,1788275568.0,2.58,0.38,18.33,0.6
2020-11-27,000002,4861.37,4928.13,4966.09,4860.06,667013,2094793744.0,2.19,1.81,87.71,0.69
2020-11-30,000002,4939.91,4809.0,5074.75,4809.0,1353477,4289703056.0,5.39,-2.42,-119.13,1.39
2020-12-01,000002,4823.4,4815.55,4843.04,4735.69,849853,2594740800.0,2.23,0.14,6.55,0.87
2020-12-02,000002,4833.88,4865.29,4973.95,4810.31,954562,2996575856.0,3.4,1.03,49.74,0.98
2020-12-03,000002,4896.71,4835.18,4904.57,4789.37,533328,1649928176.0,2.37,-0.62,-30.11,0.55
2020-12-04,000002,4863.98,4717.37,4866.6,4709.51,812748,2463450640.0,3.25,-2.44,-117.81,0.84
2020-12-07,000002,4723.91,4640.13,4740.93,4633.58,630087,1864723136.0,2.28,-1.64,-77.24,0.65
2020-12-08,000002,4645.37,4610.02,4663.69,4602.17,513261,1504880960.0,1.33,-0.65,-30.11,0.53
2020-12-09,000002,4638.82,4541.95,4644.06,4541.95,637035,1846463888.0,2.21,-1.48,-68.07,0.66
2020-12-10,000002,4561.58,4531.47,4581.22,4509.22,578870,1656053696.0,1.59,-0.23,-10.48,0.6
2020-12-11,000002,4547.18,4515.76,4549.8,4481.73,593672,1686650432.0,1.5,-0.35,-15.71,0.61
2020-12-14,000002,4534.09,4575.98,4585.15,4506.6,650710,1868221376.0,1.74,1.33,60.22,0.67
2020-12-15,000002,4555.04,4527.55,4558.97,4493.51,518015,1475941744.0,1.43,-1.06,-48.43,0.53
2020-12-16,000002,4540.64,4534.09,4553.73,4486.96,468666,1337464336.0,1.47,0.14,6.54,0.48
2020-12-17,000002,4535.4,4565.51,4577.29,4494.82,519359,1490903440.0,1.82,0.69,31.42,0.53
2020-12-18,000002,4565.51,4521.0,4566.82,4501.36,525459,1499697424.0,1.43,-0.97,-44.51,0.54
2020-12-21,000002,4494.82,4477.8,4511.84,4451.62,600942,1692331344.0,1.33,-0.96,-43.2,0.62
2020-12-22,000002,4456.86,4462.09,4523.62,4437.22,564349,1590342368.0,1.93,-0.35,-15.71,0.58
2020-12-23,000002,4468.64,4433.29,4475.18,4397.95,685093,1905753904.0,1.73,-0.65,-28.8,0.71
2020-12-24,000002,4433.29,4447.69,4460.78,4417.58,409858,1142911664.0,0.97,0.32,14.4,0.42
2020-12-25,000002,4449.0,4468.64,4484.35,4403.18,425877,1190253568.0,1.82,0.47,20.95,0.44
2020-12-28,000002,4479.11,4510.53,4540.64,4437.22,583681,1656263424.0,2.31,0.94,41.89,0.6
2020-12-29,000002,4528.86,4523.62,4568.13,4497.44,539043,1544401168.0,1.57,0.29,13.09,0.55
2020-12-30,000002,4517.07,4505.29,4540.64,4484.35,499719,1417604480.0,1.24,-0.41,-18.33,0.51
2020-12-31,000002,4493.51,4547.18,4560.27,4486.96,651991,1862538336.0,1.63,0.93,41.89,0.67
