date,open,high,low,close,volume
2020-08-11,3390.26,3489.57,3390.26,3421.54,250091
2020-08-12,3404.65,3435.3,3328.33,3381.97,180250
2020-08-13,3405.9,3437.18,3366.81,3388.7,123210
2020-08-14,3379.32,3488.78,3378.06,3482.53,244315
2020-08-17,3507.55,3624.84,3507.55,3593.4,315156
2020-08-18,3593.4,3640.48,3564.16,3602.47,190382
2020-08-19,3600.91,3686.76,3550.87,3627.96,238473
2020-08-20,3593.56,3607.95,3531.01,3537.89,184907
2020-08-21,3593.56,3608.89,3537.89,3568.54,157319
2020-08-24,3593.25,3692.08,3580.89,3671.75,231522
2020-08-25,3687.39,3855.5,3687.23,3837.52,285479
2020-08-26,3834.39,3904.29,3784.35,3853.94,262100
2020-08-27,3890.38,3890.38,3767.77,3876.3,213489
2020-08-28,3843.46,3982.33,3799.99,3914.15,327242
2020-08-31,3937.6,4011.1,3906.33,3906.33,315715
2020-09-01,3866.92,3903.2,3798.42,3847.53,300870
2020-09-02,3831.26,3902.89,3809.37,3828.14,196331
2020-09-03,3834.39,3953.24,3831.11,3885.06,275696
2020-09-04,3812.5,3812.5,3691.61,3753.38,370921
2020-09-07,3739.78,3803.9,3673.32,3701.31,236227
2020-09-08,3705.22,3739.78,3556.03,3623.74,357085
2020-09-09,3574.95,3603.88,3531.01,3546.65,227061
2020-09-10,3593.56,3683.64,3592.94,3643.6,231541
2020-09-11,3616.24,3716.79,3596.38,3716.79,204701
2020-09-14,3735.56,3772.46,3658.93,3751.19,207492
2020-09-15,3749.94,3771.84,3718.67,3755.1,120365
2020-09-16,3761.52,3784.19,3671.75,3687.7,184537
2020-09-17,3625.78,3687.39,3576.36,3635.0,228016
2020-09-18,3635.0,3742.44,3606.38,3742.44,190157
2020-09-21,3718.67,3742.91,3663.46,3670.19,130285
2020-09-22,3632.03,3699.43,3624.84,3638.91,120914
2020-09-23,3540.39,3616.86,3475.65,3582.93,251795
2020-09-24,3563.54,3614.99,3529.13,3535.7,163652
2020-09-25,3546.8,3584.8,3536.79,3549.77,112517
2020-09-28,3567.6,3638.13,3562.28,3595.59,152644
2020-09-29,3624.84,3637.35,3574.33,3589.34,99721
2020-09-30,3609.2,3671.75,3595.12,3609.2,162342
