date,open,high,low,close,volume
2021-03-03,216.26,227.91,214.69,227.09,1315933
2021-03-04,224.82,231.43,224.08,225.64,833039
2021-03-05,223.69,225.6,216.69,221.73,735196
2021-03-08,222.47,224.0,215.08,215.98,698138
2021-03-09,216.33,220.09,209.14,210.39,983222
2021-03-10,212.38,216.26,210.59,213.32,675910
2021-03-11,216.26,225.05,216.26,223.96,904210
2021-03-12,225.45,229.51,224.58,229.24,855808
2021-03-15,227.91,234.99,226.58,228.42,939319
2021-03-16,231.51,236.78,229.94,233.15,697163
2021-03-17,231.7,233.15,229.16,229.55,532315
2021-03-18,229.16,233.07,227.6,232.84,482793
2021-03-19,231.98,233.7,222.28,223.14,776284
2021-03-22,224.86,234.71,224.47,231.04,791695
2021-03-23,231.47,233.66,227.28,229.86,595923
2021-03-24,231.74,231.9,222.59,224.86,575013
2021-03-25,226.66,227.56,218.45,220.21,784538
2021-03-26,221.93,223.37,219.11,222.51,709475
2021-03-29,222.9,223.29,218.41,219.93,779804
2021-03-30,220.56,222.36,217.94,222.36,569402
2021-03-31,222.12,222.12,216.8,220.56,521650
2021-04-01,220.52,221.26,218.99,220.36,337195
2021-04-02,220.87,221.14,218.8,219.97,411534
2021-04-06,220.56,223.41,219.38,220.13,444002
2021-04-07,220.75,220.75,216.33,217.94,500610
2021-04-08,217.04,218.72,216.45,218.21,295011
2021-04-09,219.07,219.07,215.71,217.23,315068
2021-04-12,217.39,218.8,215.04,218.05,414742
2021-04-13,218.21,220.95,216.02,217.51,490399
2021-04-14,218.52,218.6,213.44,215.08,554384
2021-04-15,215.16,216.18,209.53,214.07,572965
2021-04-16,215.16,215.67,212.7,215.24,315583
2021-04-19,215.87,223.22,214.3,223.18,679321
2021-04-20,220.21,224.82,220.21,224.04,355744
2021-04-21,224.31,228.73,224.19,227.56,524464
2021-04-22,227.56,229.16,224.74,226.46,429271
2021-04-23,226.81,229.94,225.29,229.16,471049
2021-04-26,231.9,233.85,222.9,224.35,916257
2021-04-27,223.88,225.76,222.43,224.35,363299
2021-04-28,224.86,225.56,222.04,223.14,389855
2021-04-29,224.08,229.36,221.3,229.08,552745
2021-04-30,227.2,228.69,223.33,226.81,450688
2021-05-06,226.81,233.38,225.95,230.61,638353
2021-05-07,231.43,236.59,229.2,232.6,723684
2021-05-10,232.68,232.87,228.03,231.51,492240
2021-05-11,229.75,232.48,229.08,231.27,328533
2021-05-12,231.31,234.44,228.26,230.68,317497
2021-05-13,229.9,233.66,227.36,228.77,391206
2021-05-14,229.9,235.81,227.2,235.73,578814
2021-05-17,235.81,241.63,234.44,238.35,526684
2021-05-18,239.64,241.24,238.54,239.52,293351
2021-05-19,239.72,240.03,233.89,235.03,357293
2021-05-20,236.2,237.84,233.15,237.65,342105
2021-05-21,239.21,239.33,231.12,232.33,514865
2021-05-24,232.68,234.63,231.0,232.21,445399
2021-05-25,232.64,246.05,231.62,245.78,968502
2021-05-26,246.17,249.73,246.01,249.49,613062
2021-05-27,247.54,250.59,242.88,247.34,519037
2021-05-28,247.54,250.86,246.01,249.49,410141
2021-05-31,248.36,248.95,243.63,248.28,361657
2021-06-01,246.37,246.6,243.24,245.04,474268
2021-06-02,244.61,246.33,243.16,245.9,405820
2021-06-03,245.58,248.83,240.46,240.81,490673
2021-06-04,239.91,251.14,239.8,245.7,608329
2021-06-07,244.45,244.61,241.67,243.63,324897
2021-06-08,243.43,247.3,239.76,242.45,476166
2021-06-09,242.45,245.04,240.81,241.56,391410
2021-06-10,241.63,245.43,240.73,241.09,481135
2021-06-11,241.32,242.65,236.12,241.01,682089
2021-06-15,239.05,239.05,232.37,235.03,529241
2021-06-16,235.03,241.13,233.85,238.15,518772
2021-06-17,237.84,239.72,235.26,236.28,319019
2021-06-18,234.83,238.54,232.17,234.6,427117
2021-06-21,233.07,234.99,228.46,230.68,579716
2021-06-22,231.35,238.08,231.35,237.61,643592
2021-06-23,237.29,237.65,233.77,235.1,408720
2021-06-24,235.1,236.2,232.41,235.81,363604
2021-06-25,235.81,241.87,234.95,241.28,469560
2021-06-28,240.5,240.85,232.01,234.63,698825
2021-06-29,232.68,235.22,230.72,231.12,532449
2021-06-30,231.51,233.62,231.35,232.64,357304
2021-07-01,232.72,239.72,231.12,239.72,652987
2021-07-02,235.81,236.59,226.81,228.18,929819
2021-07-05,227.75,228.34,222.12,227.75,568609
2021-07-06,227.99,230.1,225.68,230.1,452507
2021-07-07,229.16,231.55,228.03,229.67,365978
2021-07-08,230.96,230.96,216.26,217.62,1554189
2021-07-09,217.62,219.81,214.34,215.87,827019
2021-07-12,218.6,220.71,215.47,217.82,839564
2021-07-13,219.2,224.28,216.11,221.04,594450
2021-07-14,220.37,220.69,213.02,217.05,885514
2021-07-15,217.25,226.86,217.13,225.26,877273
2021-07-16,224.13,227.41,222.8,225.07,462104
2021-07-19,225.07,225.85,218.85,224.4,469631
2021-07-20,222.92,226.98,219.63,220.8,446889
2021-07-21,221.23,223.38,218.22,219.98,506319
2021-07-22,219.94,225.46,218.73,222.13,592356
2021-07-23,222.45,223.7,219.2,221.35,420353
2021-07-26,219.67,219.79,211.58,212.16,749930
2021-07-27,211.97,213.06,204.73,206.18,749495
2021-07-28,206.73,214.66,206.73,211.26,847310
2021-07-29,214.12,214.51,211.38,213.14,642745
2021-07-30,212.36,212.55,205.94,207.47,591959
2021-08-02,208.64,214.2,202.43,212.2,836147
2021-08-03,211.77,213.73,209.23,211.73,518758
2021-08-04,211.69,213.14,208.64,209.42,511500
2021-08-05,208.17,210.6,205.87,208.45,442303
2021-08-06,207.35,212.55,205.91,211.73,507558
2021-08-09,211.69,221.16,211.69,217.48,730430
2021-08-10,217.56,223.23,215.52,221.98,663575
2021-08-11,221.98,228.08,221.16,224.67,568555
2021-08-12,223.89,227.02,222.76,223.81,397182
2021-08-13,223.93,226.43,222.37,225.77,467405
2021-08-16,225.85,226.0,219.2,224.56,744140
2021-08-17,224.56,226.63,219.28,219.67,603232
2021-08-18,221.12,235.12,220.84,233.43,1231242
2021-08-19,232.1,233.28,226.47,227.33,676301
2021-08-20,227.96,231.2,220.76,225.18,693765
2021-08-23,226.94,232.38,225.89,228.55,539017
2021-08-24,229.05,232.3,225.1,229.76,528277
2021-08-25,231.24,231.75,225.89,226.75,407381
2021-08-26,228.7,228.7,219.12,219.59,763035
2021-08-27,219.98,224.36,219.2,222.52,386142
2021-08-30,222.52,222.52,211.81,215.09,1079682
2021-08-31,215.09,219.0,212.75,217.09,710440
2021-09-01,216.78,224.87,215.68,224.24,826055
2021-09-02,223.85,228.51,222.33,227.41,726201
2021-09-03,227.8,230.27,222.76,228.98,642573
2021-09-06,227.06,231.91,225.77,225.85,547428
2021-09-07,226.2,233.2,222.92,232.14,772320
2021-09-08,231.79,235.04,229.99,230.58,553907
2021-09-09,229.37,231.64,227.72,229.37,357800
2021-09-10,228.98,238.83,228.0,237.27,1070978
2021-09-13,235.51,238.75,234.84,236.48,592830
2021-09-14,237.97,240.28,228.19,229.37,631166
2021-09-15,228.98,230.89,224.28,226.63,542338
2021-09-16,225.97,228.31,221.98,223.89,629896
2021-09-17,224.21,227.18,223.11,226.04,420165
2021-09-22,215.99,221.08,213.73,218.85,1122596
2021-09-23,219.2,223.23,215.72,216.62,861025
2021-09-24,215.09,218.54,214.9,216.35,532039
2021-09-27,214.47,220.37,214.16,217.6,667905
2021-09-28,217.64,224.99,217.6,222.8,709925
2021-09-29,220.96,229.64,219.63,227.26,904610
2021-09-30,226.63,226.75,221.55,222.92,586118
2021-10-08,221.23,225.38,221.23,224.79,645553
2021-10-11,226.79,237.5,226.79,232.89,971779
2021-10-12,231.71,235.98,230.15,233.24,589373
2021-10-13,232.69,234.45,229.17,233.0,442557
2021-10-14,232.85,233.86,229.76,230.38,288996
2021-10-15,230.74,234.61,230.34,234.1,420358
2021-10-18,234.1,234.25,227.22,228.43,577945
2021-10-19,229.95,234.14,228.98,232.42,481693
2021-10-20,233.71,235.39,230.07,230.54,305710
2021-10-21,232.3,236.8,231.32,235.82,576587
2021-10-22,237.15,239.92,235.74,237.93,547151
2021-10-25,236.13,240.43,233.28,239.1,623341
2021-10-26,239.1,245.52,237.97,241.88,715424
2021-10-27,241.49,241.49,236.13,238.83,420394
2021-10-28,237.97,240.71,236.21,237.66,346232
2021-10-29,237.66,239.73,235.62,236.68,405439
2021-11-01,236.8,240.32,234.06,237.27,425018
2021-11-02,238.17,238.71,227.69,229.95,752206
2021-11-03,230.34,230.89,227.69,227.8,444372
2021-11-04,228.98,229.37,226.16,228.0,482915
2021-11-05,227.88,229.41,226.71,227.26,361974
2021-11-08,226.32,228.59,224.28,226.24,386749
2021-11-09,226.63,227.8,223.5,225.3,387884
2021-11-10,225.3,225.65,221.31,223.62,558071
2021-11-11,223.31,232.38,222.95,232.18,849732
2021-11-12,232.18,233.59,229.95,230.54,343597
2021-11-15,232.07,235.27,230.42,232.61,366950
2021-11-16,232.5,234.37,229.6,230.93,322315
2021-11-17,229.84,232.22,228.23,228.35,339386
2021-11-18,228.19,228.98,225.07,226.67,342443
2021-11-19,226.94,231.87,225.5,230.27,464668
2021-11-22,229.37,230.31,227.37,227.76,376538
2021-11-23,228.0,230.15,226.79,228.0,389149
2021-11-24,227.37,228.59,225.73,227.96,315040
2021-11-25,227.8,227.8,226.0,226.71,215660
2021-11-26,225.85,226.83,220.69,221.55,823357
2021-11-29,220.3,221.55,216.54,220.45,827247
2021-11-30,219.12,220.57,216.89,219.16,610043
2021-12-01,219.12,221.94,218.34,221.12,500361
2021-12-02,221.19,225.07,219.16,224.64,556070
2021-12-03,225.34,226.16,222.99,226.04,494076
2021-12-06,226.98,230.54,226.36,228.27,604716
2021-12-07,230.11,231.24,225.46,228.35,540774
2021-12-08,228.9,230.07,226.63,229.13,490975
2021-12-09,229.95,236.17,228.19,233.39,840557
2021-12-10,232.5,234.8,231.64,234.8,564263
2021-12-13,235.08,237.58,230.58,230.62,645546
2021-12-14,230.23,230.93,224.48,225.65,810629
2021-12-15,225.07,226.4,224.21,225.07,378493
2021-12-16,224.71,226.24,223.54,225.85,383653
2021-12-17,225.42,226.63,223.74,224.17,476449
2021-12-20,223.89,226.24,222.68,223.85,470826
2021-12-21,223.7,225.03,222.33,223.62,356944
2021-12-22,223.62,224.09,220.69,221.19,436828
2021-12-23,221.59,222.17,219.9,222.02,423709
2021-12-24,222.02,222.02,220.53,220.61,344651
2021-12-27,220.65,221.39,217.25,218.54,735943
2021-12-28,218.54,220.37,218.03,219.71,653221
2021-12-29,219.87,220.06,211.81,211.85,1438903
2021-12-30,212.9,216.39,212.01,215.29,967917
2021-12-31,215.45,216.78,214.63,216.11,492935
2022-01-04,216.11,216.11,211.42,214.7,719606
2022-01-05,215.25,219.9,214.9,217.44,837174
2022-01-06,216.54,218.77,213.73,213.92,681867
2022-01-07,213.88,217.79,213.49,217.44,660737
2022-01-10,219.08,221.16,216.89,218.14,570936
2022-01-11,219.16,221.55,216.82,220.57,715617
2022-01-12,220.65,221.55,217.99,220.22,518411
2022-01-13,220.57,221.35,217.71,218.57,401408
2022-01-14,219.08,219.08,213.34,213.41,666571
2022-01-17,214.78,216.66,212.9,215.6,531808
2022-01-18,215.88,218.57,214.43,217.28,579077
2022-01-19,219.08,221.08,217.68,219.98,620280
2022-01-20,220.69,228.55,220.69,226.51,1386249
2022-01-21,226.59,228.98,225.89,228.27,858081
2022-01-24,228.78,228.98,225.18,228.39,638155
2022-01-25,227.22,228.15,223.89,224.67,583513
2022-01-26,226.04,226.98,223.5,225.07,436696
2022-01-27,224.67,225.77,221.62,224.17,529401
2022-01-28,225.26,225.85,217.83,218.07,715144
2022-02-07,222.33,227.02,221.66,226.43,732349
2022-02-08,227.22,228.98,225.03,227.84,528242
2022-02-09,228.59,230.31,226.16,227.49,512207
2022-02-10,228.59,228.59,225.07,227.84,335542
2022-02-11,228.27,232.89,227.61,231.95,809933
2022-02-14,232.85,232.85,225.07,225.85,594052
2022-02-15,224.87,226.55,220.96,222.02,566179
2022-02-16,223.35,226.47,222.05,225.34,404956
2022-02-17,226.12,228.9,224.75,226.86,441570
2022-02-18,226.04,229.41,226.04,229.21,354390
2022-02-21,228.31,228.55,225.1,228.04,313451
2022-02-22,225.38,226.43,224.05,225.93,369840
2022-02-23,226.86,226.86,223.7,224.4,375000
2022-02-24,223.31,223.42,220.57,221.23,482381
2022-02-25,221.31,223.11,219.4,220.41,451841
2022-02-28,219.55,220.92,218.46,220.37,335290
2022-03-01,221.16,223.11,218.65,222.09,406454
2022-03-02,220.37,222.05,218.97,219.08,397076
2022-03-03,219.51,221.04,219.0,220.1,311290
2022-03-04,218.22,218.77,215.29,216.07,577897
2022-03-07,213.37,214.35,207.47,208.49,1014354
2022-03-08,207.7,208.53,202.39,203.48,834665
2022-03-09,203.95,204.46,193.82,199.22,900431
2022-03-10,203.95,204.34,200.16,200.43,671496
2022-03-11,199.65,200.78,194.17,199.45,740525
2022-03-14,195.74,197.62,190.26,190.46,1080466
2022-03-15,188.35,188.35,178.85,179.9,1313092
2022-03-16,182.29,193.0,181.7,192.14,1377449
2022-03-17,198.28,202.27,196.4,199.69,1319648
2022-03-18,200.04,206.18,197.77,206.18,923585
