date,open,high,low,close,volume
2020-01-02,4950.83,5055.56,4912.86,4919.41,1012130
2020-01-03,4939.05,4952.14,4817.3,4852.65,805536
2020-01-06,4813.37,4814.68,4747.92,4781.96,876841
2020-01-07,4795.05,4836.94,4761.01,4814.68,577933
2020-01-08,4754.46,4815.99,4721.74,4804.21,529997
2020-01-09,4865.74,4908.94,4826.46,4872.28,783734
2020-01-10,4846.1,4874.9,4761.01,4775.41,557444
2020-01-13,4767.56,4817.3,4749.23,4804.21,620749
2020-01-14,4787.19,4818.61,4763.63,4766.25,419712
2020-01-15,4754.46,4779.34,4644.5,4648.43,672944
2020-01-16,4665.45,4706.03,4636.65,4653.66,581396
2020-01-17,4665.45,4695.55,4626.17,4644.5,472219
2020-01-20,4649.74,4651.05,4521.44,4567.26,915638
2020-01-21,4526.68,4565.95,4455.99,4480.86,817969
2020-01-22,4479.55,4628.79,4476.94,4598.68,937710
2020-01-23,4545.01,4555.48,4411.48,4450.75,986949
2020-02-03,4072.42,4259.63,4071.12,4143.12,1530865
2020-02-04,4178.46,4305.44,4178.46,4272.72,1036283
2020-02-05,4258.32,4319.84,4220.35,4275.33,800686
2020-02-06,4289.73,4338.17,4246.53,4309.37,871869
2020-02-07,4255.7,4270.1,4219.04,4257.01,713785
2020-02-10,4224.28,4437.66,4207.26,4410.17,911238
2020-02-11,4394.46,4522.75,4394.46,4463.84,685354
2020-02-12,4452.06,4492.64,4433.74,4463.84,417587
2020-02-13,4516.21,4682.46,4513.59,4577.74,895698
2020-02-14,4584.28,4689.01,4580.35,4689.01,1197703
2020-02-17,4707.34,4708.65,4573.81,4639.26,1022139
2020-02-18,4585.59,4590.83,4521.44,4545.01,785952
2020-02-19,4547.63,4597.37,4525.37,4538.46,608207
2020-02-20,4520.14,4567.26,4490.03,4564.64,801996
2020-02-21,4558.1,4558.1,4453.37,4486.1,1059202
2020-02-24,4466.46,4473.01,4377.44,4440.28,949996
2020-02-25,4429.81,4538.46,4427.19,4496.57,1052970
2020-02-26,4433.74,4709.95,4401.01,4598.68,1654457
2020-02-27,4614.39,4618.32,4503.12,4541.08,922759
2020-02-28,4486.1,4662.83,4476.94,4530.61,1101300
2020-03-02,4571.19,4797.66,4571.19,4732.21,1375747
2020-03-03,4781.96,4797.66,4640.57,4728.28,942832
2020-03-04,4751.85,4905.01,4681.15,4880.14,1129796
2020-03-05,4817.3,4937.74,4793.74,4885.37,924170
2020-03-06,4821.23,4844.79,4713.88,4732.21,679529
2020-03-09,4662.83,4732.21,4585.59,4656.28,843613
2020-03-10,4662.83,4789.81,4610.46,4689.01,765994
2020-03-11,4692.94,4715.19,4631.41,4634.03,563319
2020-03-12,4585.59,4666.75,4531.92,4577.74,593494
2020-03-13,4387.92,4558.1,4348.64,4512.28,732531
2020-03-16,4513.59,4513.59,4360.43,4393.15,646615
2020-03-17,4394.46,4435.04,4230.82,4336.86,710786
2020-03-18,4243.92,4275.33,4061.95,4099.92,1928697
2020-03-19,4034.46,4051.48,3822.39,3959.84,1510079
2020-03-20,3995.19,4052.79,3937.59,4034.46,975291
2020-03-23,3908.79,3940.21,3849.88,3870.82,703782
2020-03-24,3940.21,3950.68,3845.95,3916.64,934048
2020-03-25,3975.55,4139.19,3975.55,4126.1,1497606
2020-03-26,4089.44,4127.41,4060.64,4086.82,576254
2020-03-27,4154.9,4212.5,4115.62,4135.26,834894
2020-03-30,4073.73,4156.21,4060.64,4065.88,850018
2020-03-31,4106.46,4115.62,3995.19,4014.82,607044
2020-04-01,4119.55,4186.32,4093.37,4143.12,1074332
2020-04-02,4126.1,4183.7,4106.46,4175.84,663097
2020-04-03,4158.82,4215.12,4139.19,4161.44,569453
2020-04-07,4236.06,4246.53,4165.37,4200.72,671540
2020-04-08,4178.46,4224.28,4158.82,4186.32,412514
2020-04-09,4204.64,4212.5,4139.19,4150.97,387263
2020-04-10,4170.61,4236.06,4137.88,4175.84,624603
2020-04-13,4157.52,4208.57,4140.5,4196.79,432649
2020-04-14,4204.64,4289.73,4194.17,4237.37,642419
2020-04-15,4217.73,4221.66,4132.64,4152.28,703593
2020-04-16,4128.72,4160.13,4113.01,4136.57,502389
2020-04-17,4162.75,4195.48,4132.64,4154.9,838133
2020-04-20,4162.75,4166.68,4067.19,4136.57,850123
2020-04-21,4106.46,4131.33,4027.91,4063.26,790727
2020-04-22,4037.08,4081.59,4016.13,4077.66,525407
2020-04-23,4085.52,4093.37,4047.55,4060.64,450519
2020-04-24,4054.1,4055.41,3999.11,4018.75,497940
2020-04-27,4022.68,4082.9,4003.04,4044.93,710753
2020-04-28,4080.28,4126.1,4030.53,4111.7,779427
2020-04-29,4113.01,4188.93,4094.68,4173.22,801688
